               epoch,      train/box_loss,      train/obj_loss,      train/cls_loss,   metrics/precision,      metrics/recall,     metrics/mAP_0.5,metrics/mAP_0.5:0.95,        val/box_loss,        val/obj_loss,        val/cls_loss,               x/lr0,               x/lr1,               x/lr2
                 144,            0.048615,            0.017667,                   0,              0.8317,             0.79588,             0.82578,             0.41037,            0.047343,            0.017361,                   0,             0.00571,             0.00571,             0.00571
                 145,            0.047783,            0.020479,                   0,             0.83907,             0.79717,             0.82457,             0.40079,            0.047709,             0.01761,                   0,             0.00568,             0.00568,             0.00568
                 146,            0.047328,            0.018389,                   0,             0.85128,             0.78369,             0.82702,             0.41287,            0.047403,            0.017562,                   0,             0.00565,             0.00565,             0.00565
                 147,             0.04863,            0.019836,                   0,             0.83589,              0.7783,             0.81698,              0.4057,            0.048016,            0.017418,                   0,             0.00562,             0.00562,             0.00562
                 148,            0.048259,            0.017404,                   0,             0.85227,             0.78139,             0.83134,             0.40784,            0.047533,            0.017474,                   0,             0.00559,             0.00559,             0.00559
                 149,            0.048138,            0.018632,                   0,             0.84707,             0.77965,             0.82023,             0.40292,            0.047049,            0.017586,                   0,             0.00556,             0.00556,             0.00556
                 150,            0.047772,            0.017609,                   0,             0.85823,             0.77695,              0.8334,             0.40856,            0.046704,            0.017573,                   0,             0.00553,             0.00553,             0.00553
                 151,            0.047341,             0.02066,                   0,              0.8433,             0.79582,             0.83632,             0.41434,            0.046067,            0.017591,                   0,              0.0055,              0.0055,              0.0055
                 152,            0.047507,            0.018493,                   0,             0.85343,             0.78639,             0.83727,             0.41861,            0.046328,             0.01742,                   0,             0.00547,             0.00547,             0.00547
                 153,             0.04629,            0.017533,                   0,             0.83609,             0.77685,             0.82045,             0.40647,            0.047575,             0.01775,                   0,             0.00544,             0.00544,             0.00544
                 154,            0.047455,            0.015668,                   0,             0.84864,             0.77829,             0.82778,             0.39851,            0.046955,            0.017649,                   0,             0.00541,             0.00541,             0.00541
                 155,            0.048671,            0.018662,                   0,             0.83436,             0.78976,             0.82199,             0.40323,              0.0477,            0.017647,                   0,             0.00538,             0.00538,             0.00538
                 156,            0.046985,            0.017667,                   0,             0.84698,             0.76834,             0.82188,             0.40245,            0.047961,            0.017568,                   0,             0.00535,             0.00535,             0.00535
                 157,            0.046309,            0.017442,                   0,             0.84814,             0.78283,             0.82223,             0.39974,            0.048531,            0.017445,                   0,             0.00532,             0.00532,             0.00532
                 158,            0.049068,             0.01903,                   0,             0.82811,              0.7759,             0.81762,             0.40745,            0.047408,            0.017607,                   0,             0.00529,             0.00529,             0.00529
                 159,            0.047844,             0.01884,                   0,             0.83316,             0.77224,             0.82274,               0.413,            0.047768,             0.01782,                   0,             0.00526,             0.00526,             0.00526
                 160,            0.047411,            0.018553,                   0,             0.83194,             0.78724,             0.82706,             0.40995,            0.048086,            0.017775,                   0,             0.00523,             0.00523,             0.00523
                 161,            0.047521,            0.019051,                   0,             0.83705,             0.77883,             0.81877,             0.40606,            0.047235,            0.017583,                   0,              0.0052,              0.0052,              0.0052
                 162,            0.048247,            0.018226,                   0,             0.84141,             0.77763,             0.81953,             0.41138,            0.047437,            0.017318,                   0,             0.00517,             0.00517,             0.00517
                 163,            0.048195,            0.017695,                   0,             0.84669,              0.7741,             0.82662,             0.41447,            0.047928,            0.017452,                   0,             0.00514,             0.00514,             0.00514
                 164,            0.047328,            0.017463,                   0,             0.84016,             0.79339,             0.83023,              0.4137,            0.047144,            0.017558,                   0,             0.00511,             0.00511,             0.00511
                 165,              0.0488,             0.02007,                   0,             0.84451,             0.78774,             0.83322,             0.41034,            0.047803,            0.017548,                   0,             0.00508,             0.00508,             0.00508
                 166,            0.046264,            0.017606,                   0,             0.85215,             0.79178,             0.83309,             0.41074,            0.046961,            0.017308,                   0,             0.00505,             0.00505,             0.00505
                 167,            0.048292,            0.019389,                   0,             0.83947,             0.79284,               0.825,             0.40807,            0.046862,            0.017575,                   0,             0.00502,             0.00502,             0.00502
